"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
height_date,data_model_metadata,,sql,"Date variable corresponding to height measurements","SELECT CONCAT(a.record, ':', b.instance), CONCAT(a.value, ':', b.value) FROM (SELECT record,value FROM redcap_data WHERE project_id=703 AND field_name = 'table_name') a JOIN (SELECT record, value, IFNULL(instance,1) as instance FROM redcap_data WHERE project_id=703 AND field_name = 'variable_name') b  ON b.record=a.record ORDER BY a.value, b.instance",,autocomplete,,,,,,,,,,
height_units,data_model_metadata,,sql,"Units variable corresponding to height measurements (optional)","SELECT CONCAT(a.record, ':', b.instance), CONCAT(a.value, ':', b.value) FROM (SELECT record,value FROM redcap_data WHERE project_id=703 AND field_name = 'table_name') a JOIN (SELECT record, value, IFNULL(instance,1) as instance FROM redcap_data WHERE project_id=703 AND field_name = 'variable_name') b  ON b.record=a.record ORDER BY a.value, b.instance",,autocomplete,,,,,,,,,,
sd_ext,data_model_metadata,"<div class=""rich-text-field-label""><p>Data Model Naming Conventions <em>(Optional)</em></p></div>",text,"<div class=""rich-text-field-label""><p>Text string at end of all start date variable names. For example,<em> _SD </em>or <em>STDAT.</em></p></div>",,,,,,,,,,,,,
ed_ext,data_model_metadata,,text,"<div class=""rich-text-field-label""><p>Text string at end of all end date variable names. For example, <em>_ED</em> or <em>ENDAT</em>.</p></div>",,,,,,,,,,,,,
date_approx_y,data_model_metadata,,yesno,"Does this network have date approximation variables that accompany date variables?",,,,,,,,,,,,,
date_approx,data_model_metadata,,text,"Extension of all date approximation variables (optional)",,"e.g., _A",,,,,,,,,,,
n_age_groups,data_model_metadata,"<div class=""rich-text-field-label""><p>Age Groups <em>(Optional)</em></p></div>",radio,"Harmonist Data Toolkit reports the number of patients in each age group. You can specify up to six age groups below. How many age groups are relevant to this research network? If you choose zero, patients will not be grouped by age. ","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6",,,,,,,,,,,,
age_1_lower,data_model_metadata,,text,"Age Group 1 lower limit (inclusive, in years). For example, if the youngest age group is 0-4, enter 0 here.",,,,,,,,,,,,,
age_1_upper,data_model_metadata,,text,"Age Group 1 upper limit (inclusive, in years)",,,,,,,,,,,,,
age_2_lower,data_model_metadata,,text,"Age Group 2 lower limit in years (inclusive)",,,,,,,,,,,,,
age_2_upper,data_model_metadata,,text,"Age Group 2 upper limit in years (inclusive)",,,,,,,,,,,,,
age_3_lower,data_model_metadata,,text,"Age Group 3 lower limit in years (inclusive)",,,,,,,,,,,,,
age_3_upper,data_model_metadata,,text,"Age Group 3 upper limit in years (inclusive)",,,,,,,,,,,,,
age_4_lower,data_model_metadata,,text,"Age Group 4 lower limit in years (inclusive)",,,,,,,,,,,,,
age_4_upper,data_model_metadata,,text,"Age Group 4 upper limit in years (inclusive)",,,,,,,,,,,,,
age_5_lower,data_model_metadata,,text,"Age Group 5 lower limit in years (inclusive)",,,,,,,,,,,,,
age_5_upper,data_model_metadata,,text,"Age Group 5 upper limit in years (inclusive)",,,,,,,,,,,,,
age_6_lower,data_model_metadata,,text,"Age Group 6 lower limit in years (inclusive)",,,,,,,,,,,,,
age_6_upper,data_model_metadata,,text,"Age Group 6 upper limit in years (inclusive)",,,,,,,,,,,,,
