"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
embed_studycontact,study_description,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 15.1558%;"">[study_project] Contacts</td> <td style=""width: 29.1785%;"">Full Name</td> <td style=""width: 26.3456%;"">Email</td> <td style=""width: 29.3201%;"">Role</td> </tr> <tr> <td style=""width: 15.1558%;"">1</td> <td style=""width: 29.1785%;"">{study_contactname_1}</td> <td style=""width: 26.3456%;"">{study_contactemail_1}</td> <td style=""width: 29.3201%;"">{study_contactrole_1}</td> </tr> <tr> <td style=""width: 15.1558%;"">2</td> <td style=""width: 29.1785%;"">{study_contactname_2}</td> <td style=""width: 26.3456%;"">{study_contactemail_2}</td> <td style=""width: 29.3201%;"">{study_contactrole_2}</td> </tr> <tr> <td style=""width: 15.1558%;"">3</td> <td style=""width: 29.1785%;"">{study_contactname_3}</td> <td style=""width: 26.3456%;"">{study_contactemail_3}</td> <td style=""width: 29.3201%;"">{study_contactrole_3}</td> </tr> <tr> <td style=""width: 15.1558%;"">4</td> <td style=""width: 29.1785%;"">{study_contactname_4}</td> <td style=""width: 26.3456%;"">{study_contactemail_4}</td> <td style=""width: 29.3201%;"">{study_contactrole_4}</td> </tr> <tr> <td style=""width: 15.1558%;"">5</td> <td style=""width: 29.1785%;"">{study_contactname_5}</td> <td style=""width: 26.3456%;"">{study_contactemail_5}</td> <td style=""width: 29.3201%;"">{study_contactrole_5}</td> </tr> </tbody> </table> <p><em><span style=""font-weight: normal;"">Include at least one scientific contact and one data use contact.</span></em></p></div>",,,,,,,,,,,,,
study_contactname_1,study_description,,text,"Contact 1 - full name",,,,,,,,,,,,,
study_contactname_2,study_description,,text,"Contact 2 - full name",,,,,,,,,,,,,
study_contactname_3,study_description,,text,"Contact 3 - full name",,,,,,,,,,,,,
study_contactname_4,study_description,,text,"Contact 4 - full name",,,,,,,,,,,,,
study_contactname_5,study_description,,text,"Contact 5 - full name",,,,,,,,,,,,,
study_contactemail_1,study_description,,text,"Contact 1 - email",,,email,,,,,,,,,,
study_contactemail_2,study_description,,text,"Contact 2 - email",,,email,,,,,,,,,,
study_contactemail_3,study_description,,text,"Contact 3 - email",,,email,,,,,,,,,,
study_contactemail_4,study_description,,text,"Contact 4 - email",,,email,,,,,,,,,,
study_contactemail_5,study_description,,text,"Contact 5 - email",,,email,,,,,,,,,,
study_contactrole_1,study_description,,text,"Contact 1 - role",,,,,,,,,,,,,
study_contactrole_2,study_description,,text,"Contact 2 - role",,,,,,,,,,,,,
study_contactrole_3,study_description,,text,"Contact 3 - role",,,,,,,,,,,,,
study_contactrole_4,study_description,,text,"Contact 4 - role",,,,,,,,,,,,,
study_contactrole_5,study_description,,text,"Contact 5 - role",,,,,,,,,,,,,
study_groups,study_description,,notes,"<div class=""rich-text-field-label""><p>Participating research groups</p> <p><em><span style=""font-weight: normal;"">(optional) Use this field to list or describe the research teams or consortium groups/regions participating in the study or project. For study performance sites, use the ""Participating sites"" form instead. </span></em></p></div>",,,,,,,,,,,,,
study_sd,study_description,,text,"[study_project] start date",,,date_ymd,,,,,,,,,,
study_ed,study_description,,text,"[study_project] end date",,,date_ymd,,,,,,,,,,
study_concept,study_description,,sql,"<div class=""rich-text-field-label""><p>Primary or parent concept (if applicable)<br /><span style=""font-weight: normal;""><i>(SQL dropdown field to Concept Sheets project)</i></span></p></div>",,,autocomplete,,,,,,,,,,
study_wg,study_description,,sql,"<div class=""rich-text-field-label""><p>Primary working group (if applicable)<br /><em><span style=""font-weight: normal;"">(SQL dropdown to Working Groups project)</span></em></p></div>",,,autocomplete,,,,,,,,,,
study_datareqs,study_description,"Data Collection and Policies",checkbox,"<div class=""rich-text-field-label""><p>Data considerations<br /><em><span style=""font-weight: normal;"">(select all that apply)</span></em></p></div>","1, Collecting patient-level data|2, Collecting site survey data|3, Reusing existing data|4, Concept sheet required for data access|5, Data Use Agreement (DUA) required|6, Permission of original project lead (or designate) required/requested|7, Review by Site Assessment WG required|8, Review by Data Harmonization WG required|9, Data packet available|10, Data delivery through Harmonist Hub/Toolkit|11, Data delivery from original project lead|12, Data delivery via other platform",,,,,,,,,,,,
study_concepttag,study_description,"Linking to Concept Sheets",text,"<div class=""rich-text-field-label""><p>Linked Concept Tag</p> <p><span style=""font-weight: normal;""><em>(if you are using the Tags feature to label concept sheets, you can associate one tag with this project. Enter the code--not the label--of the Tag here and all Concept Sheets that have been tagged with that Tag will appear on the page for this [study_project].)</em></span></p></div>",,,,,,,,,,,,,
studymetrics_txt,custom_study_metrics,,descriptive,"<div class=red><b>Note:</b> These fields are available for use in REDCap only and are not currently displayed in the Hub.</div>",,,,,,,,,,,,,
customfields_txt,custom_study_metrics,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; font-style: italic;"">This form can be used to store a few custom pieces of data associated with this study that will then be displayed on the Hub. It is best used for key information that will rarely change, like ""Accrual Target"" or ""Total Survey Recipients"". Once a study is complete, it could be used for static information like ""Final Enrollment"" or ""Survey Response Rate."" It should not be used for regularly updated data, like April Enrollment, May Enrollment, June Enrollment, etc.</span></p></div>",,,,,,,,,,,,," @HIDDEN-SURVEY"
embed_customfields,custom_study_metrics,,descriptive,"<div class=""rich-text-field-label""><p>Custom Study Metrics/Fields</p> <table style=""border-collapse: collapse; width: 100%; height: 90px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 6.51558%; height: 18px;""> </td> <td style=""width: 57.7904%; height: 18px;"">Label for Metric/Field</td> <td style=""width: 35.6941%; height: 18px;"">Value</td> </tr> <tr style=""height: 18px;""> <td style=""width: 6.51558%; height: 18px;"">1</td> <td style=""width: 57.7904%; height: 18px;"">{study_label1}</td> <td style=""width: 35.6941%; height: 18px;"">{study_value1}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 6.51558%; height: 18px;"">2</td> <td style=""width: 57.7904%; height: 18px;"">{study_label2}</td> <td style=""width: 35.6941%; height: 18px;"">{study_value2}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 6.51558%; height: 18px;"">3</td> <td style=""width: 57.7904%; height: 18px;"">{study_label3}</td> <td style=""width: 35.6941%; height: 18px;"">{study_value3}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 6.51558%; height: 18px;"">4</td> <td style=""width: 57.7904%; height: 18px;"">{study_label4}</td> <td style=""width: 35.6941%; height: 18px;"">{study_value4}</td> </tr> <tr> <td style=""width: 6.51558%; height: 18px;"">5</td> <td style=""width: 57.7904%; height: 18px;"">{study_label5}</td> <td style=""width: 35.6941%; height: 18px;"">{study_value5}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
study_label1,custom_study_metrics,,text,"Label 1",,,,,,,,,,,,,
study_label2,custom_study_metrics,,text,"Label 2",,,,,,,,,,,,,
study_label3,custom_study_metrics,,text,"Label 3",,,,,,,,,,,,,
study_label4,custom_study_metrics,,text,"Label 4",,,,,,,,,,,,,
study_label5,custom_study_metrics,,text,"Label 5",,,,,,,,,,,,,
study_value1,custom_study_metrics,,text,"Value 1",,,,,,,,,,,,,
study_value2,custom_study_metrics,,text,"Value 2",,,,,,,,,,,,,
study_value3,custom_study_metrics,,text,"Value 3",,,,,,,,,,,,,
study_value4,custom_study_metrics,,text,"Value 4",,,,,,,,,,,,,
study_value5,custom_study_metrics,,text,"Value 5",,,,,,,,,,,,,
studysite_txt,participating_sites,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;""><em>This is a repeating form. Complete </em></span><em>one copy of the form for each study site</em><span style=""font-weight: normal;""><em>. Site information is </em><em>displayed in a table at the bottom of the individual Study/Project page.</em></span></p></div>",,,,,,,,,,,,,
site_name,participating_sites,"Participating Sites",text,"Site name",,,,,,,,y,,,,,
site_location,participating_sites,,text,"<div class=""rich-text-field-label""><p>Site location <br /><em><span style=""font-weight: normal;"">(e.g., country. Will be displayed in parentheses after the site name)</span></em></p></div>",,,,,,,,,,,,,
site_target,participating_sites,,text,"<div class=""rich-text-field-label""><p>Site enrollment target<br /><em><span style=""font-weight: normal;"">(optional)</span></em></p></div>",,,integer,0,,,,,,,,,
site_status,participating_sites,"Site Status",dropdown,"Site Status","1, Study Start-up|2, Seeking Approvals|3, Enrolling|4, Follow-up|5, Complete|7, Paused|8, Discontinued|9, Other Status",,,,,,,,,,,,
site_statusdate,participating_sites,,text,"Date of last status update",,,date_dmy,,,,,,,,,,
embed_sitecontact,participating_sites,Contacts,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 10.0567%;"">Site Contacts</td> <td style=""width: 31.0198%;"">Full Name</td> <td style=""width: 27.3371%;"">Email</td> <td style=""width: 31.5864%;"">Role</td> </tr> <tr> <td style=""width: 10.0567%;"">1</td> <td style=""width: 31.0198%;"">{site_contactname_1}</td> <td style=""width: 27.3371%;"">{site_contactemail_1}</td> <td style=""width: 31.5864%;"">{site_contactrole_1}</td> </tr> <tr> <td style=""width: 10.0567%;"">2</td> <td style=""width: 31.0198%;"">{site_contactname_2}</td> <td style=""width: 27.3371%;"">{site_contactemail_2}</td> <td style=""width: 31.5864%;"">{site_contactrole_2}</td> </tr> <tr> <td style=""width: 10.0567%;"">3</td> <td style=""width: 31.0198%;"">{site_contactname_3}</td> <td style=""width: 27.3371%;"">{site_contactemail_3}</td> <td style=""width: 31.5864%;"">{site_contactrole_3}</td> </tr> </tbody> </table> <p><em><span style=""font-weight: normal;"">Include at least one scientific contact and one data use contact.</span></em></p></div>",,,,,,,,,,,,,
site_contactname_1,participating_sites,,text,"Site Contact 1 - full name",,,,,,,,,,,,,
site_contactname_2,participating_sites,,text,"Site Contact 2 - full name",,,,,,,,,,,,,
site_contactname_3,participating_sites,,text,"Site Contact 3 - full name",,,,,,,,,,,,,
site_contactemail_1,participating_sites,,text,"Site Contact 1 - email",,,email,,,,,,,,,,
site_contactemail_2,participating_sites,,text,"Site Contact 2 - email",,,email,,,,,,,,,,
site_contactemail_3,participating_sites,,text,"Site Contact 3 - email",,,email,,,,,,,,,,
site_contactrole_1,participating_sites,,text,"Site Contact 1 - role",,,,,,,,,,,,,
site_contactrole_2,participating_sites,,text,"Site Contact 2 - role",,,,,,,,,,,,,
site_contactrole_3,participating_sites,,text,"Site Contact 3 - role",,,,,,,,,,,,,
studyupdate_txt,study_updates,,descriptive,"<div class=red><b>Note:</b> This is a placeholder form. It will be expanded in the future to allow collection of regular Project updates, similar to the existing Concept Update form. Content from this form is not currently displayed in the Hub.</div>",,,,,,,,,,,,,
topfiles_txt,top_files,,descriptive,"Select up to four files to display in the Page Header ""Top Files"" section.
",,,,,,,,,,,,,
topfile1,top_files,,sql,"Top File 1",,,autocomplete,,,,,,,,,,
topfile2,top_files,,sql,"Top File 2",,,autocomplete,,,,,,,,,,
topfile3,top_files,,sql,"Top File 3",,,autocomplete,,,,,,,,,,
topfile4,top_files,,sql,"Top File 4",,,autocomplete,,,,,,,,,,
studyfile_txt,study_documents,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;""><em>This is a repeating form. Complete </em></span><em>one form for each study document</em><span style=""font-weight: normal;""><em>. </em></span><span style=""font-weight: normal;""><em>Study documents are </em><em>displayed in a table at the bottom of the individual Study/Project page. The top four study documents can be highlighted in the ""Top Files"" box at the top of the page. Use the Top Files form to select the four documents to be highlighted.</em></span></p></div>",,,,,,,,,,,,,
studyfile_desc,study_documents,"Study Document or File",text,"<div class=""rich-text-field-label""><p>File name <br /><span style=""font-weight: normal;""><em>(e.g., TB-SRN CRF v1.5 _2022-07-15, HIV stigma survey draft, AYANI REDCap data dictionary (xml, v1.2))</em></span></p></div>",,,,,,,,y,,,,,
studyfile_date,study_documents,,text,"File version date",,,date_dmy,,,,,,,,,,
studyfile_file,study_documents,,file,"File upload",,,,,,,,y,,,,,
studyfile_category,study_documents,,radio,"<div class=""rich-text-field-label""><p>File category<br /><span style=""font-weight: normal;""><em>(Forms can include surveys, CRFs, or REDCap data dictionaries; Instructions can include SOPs, MOPs, and other manuals.)</em></span><br /><span style=""font-weight: normal;""><em>(Note: This list can be edited to add more choices, but the text phrases should be very short as they will be shown as HTML bubbles in the user interface.)</em></span></p></div>","1, Protocol|2, Forms|3, Instructions|4, Dataset|5, Slides|99, Other",,,,,,,,,,,,
datafile_txt,restricted_files_datasets,,descriptive,"<div class=red><b>Note:</b> These fields are available for use in REDCap only and are not currently displayed in the Hub interface. A tool for handling restricted-access files may be added to the Hub in the future.</div><p><span style=""font-weight: normal;""><em>This is a repeating form. Complete </em></span><em>one form for each restricted-access study file</em><em>.</em><span style=""font-weight: normal;""><em> </em></span><span style=""font-weight: normal;""><em><em>Restricted study files cannot be displayed in the ""Top Files"" header section of individual Study/Project pages.</em></em></span></p>",,,,,,,,,,,,,
datafile_name,restricted_files_datasets,"Restricted Study File (e.g., Data File)",text,"<div class=""rich-text-field-label""><p>File name <br /><span style=""font-weight: normal;""><em>(e.g., SA 5.0 final dataset - 24Jan2021; TB study baseline data packet)</em></span></p></div>",,,,,,,,y,,,,,
datafile_date,restricted_files_datasets,,text,"File version date",,,date_dmy,,,,,,,,,,
datafile_file,restricted_files_datasets,,file,"File upload",,,,,,,,y,,,,,
datafile_category,restricted_files_datasets,,radio,"<div class=""rich-text-field-label""><p>File category<br /><span style=""font-weight: normal;""><em>(Forms can include surveys, CRFs, or REDCap data dictionaries; Instructions can include SOPs, MOPs, and other manuals.)</em></span><br /><span style=""font-weight: normal;""><em>(Note: This list can be edited to add more choices, but the text phrases should be very short as they will be shown as HTML bubbles in the user interface.)</em></span></p></div>","1, Protocol|2, Forms|3, Instructions|4, Dataset|99, Other",,,,,,,,,,,,
