"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
output,project_update_survey,,descriptive,"<div class=""green"" style=""text-align:center"">Congratulations on your abstract/manuscript acceptance! We will send a follow up survey to capture the information about your abstract or manuscript.</div>",,,,,,,"[project_status] = '5' or [project_status] = '8'",,,,,,
thanks,project_update_survey,,descriptive,"<div class=""green"" style=""text-align:center"">Thank you! We will include your update in a status report for the consortium.</div>",,,,,,,,,,,,,
output_txt,outputs,,descriptive,"<div style=""color:white; text-align:center; border: 1px #3498db; background-color: #2980b9;""><h3 style=""margin:0px; padding:10px"">Scientific Outputs</h3></div>",,,,,,,,,,,,,
output_type,outputs,,dropdown,"Type of Scientific Output","1, Manuscript | 2, Abstract | 3, Poster | 4, Presentation Slides | 5, Report | 99, Other",,,,,,,,,,,,
output_pmid,outputs,,text,"PMID
<span style=""font-weight:lighter; font-style:italic"">(e.g., 33876268, 8 character number)
Use the Get PMID button to automatically populate the data in this form from PubMed after inputting the PMID.</span>
",,,,,,,"[output_type] = '1'",,,,,,
output_pmcid,outputs,,text,"PMCID
<span style=""font-weight:lighter; font-style:italic"">(e.g., PMC5463912, PMC4048591)</span>",,"Note: Do not enter PMIDs, only PMCIDs",,,,,"[output_type] = '1'",,,,,,
output_presentformat,outputs,,radio,"Abstract Presentation Format","1, Poster presentation | 2, Oral presentation | 9, Other | 0, Not applicable",,,,,,"[output_type] = '2'",,,,,,
output_title,outputs,,notes,Title,,,,,,,,,,,,,
output_authors,outputs,,notes,"Author List
<div style=""font-weight:lighter; font-style:italic""> Use PubMed format:
(e.g., Duda SN, Vansell HJ, McGowan CC)</div>",,,,,,,,,,,,,
output_venue,outputs,,text,"Journal / Conference Name
<span style=""font-weight:lighter; font-style:italic"">(e.g., JAIDS, JIAS, CROI, IWHOD)</span>",,,,,,,,,,,,,
output_year,outputs,,text,"Journal / Conference Year
<span style=""font-weight:lighter; font-style:italic"">(e.g., 2018. 2019)</span>",,,integer,2000,2050,,,,,,,,
output_citation,outputs,,notes,"Citation
<div style=""font-weight:lighter; font-style:italic"">Use PubMed format: 
(e.g., J Int AIDS Soc. 2018 Feb; 21(S1):e25044)
</div>",,,,,,,,,,,,,
output_file,outputs,,file,"File
<span style=""font-weight:lighter; font-style:italic"">(optional)</span>",,,,,,,,,,,,,
output_url,outputs,,text,"Web link (URL) to resource
<span style=""font-weight:lighter; font-style:italic"">(optional)</span>",,,,,,,,,,,,,
dochidden_y,linked_documents,,checkbox,"Hide File on Concept page","1,",,,,,,,,,,,," @HIDDEN-SURVEY"
docupload_dt,linked_documents,,text,"Upload Datetime",,,datetime_ymd,,,,,,,,,," @READONLY-SURVEY @NOW-SERVER"
doc_title,linked_documents,,text,"Short Title
<div style=""font-weight:lighter;font-style:italic"">Provide a <u>short</u> title for the document. This will be the clickable download link on the Hub interface.</div>",,,,,,,,,LV,,,,
doc_description,linked_documents,,notes,"Description
<div style=""font-weight:lighter;font-style:italic"">(optional) Provide a brief description of the document. This text will be displayed on the Hub interface.</div>",,,,,,,,,LV,,,,
doc_file,linked_documents,,file,"File Upload
<div style=""font-weight:lighter;font-style:italic"">Use a ZIP to combine multiple files</div>",,,,,,,,,LV,,,,
