"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
approval_y,admin_review,,radio,"<div class=""blue""><b>Approve Request?</b>
<span style=""font-weight:lighter;font-style:italic"">(Once this request is approved, it will be posted to the EC Requests Dashboard. A notice will be sent to the Contact Person.)</span></div>","1, <span style=""color:#1F8B4D; font-weight:bold;"">Approve</span> | 0, <span style=""color:#e74c3c; font-weight:bold;"">Reject</span> | 9, Deactivate Request <i>(will hide from system,  e.g., duplicates, testing requests)</i>",,,,,,,,LV,,,,
admin_noemail,admin_review,,checkbox,"Do not email Contact Person","1,",,,,,,"[approval_y] = '1'",,,,,,
admin_review_notes,admin_review,,notes,"Admin Announcement to EC
<div style=""font-weight:lighter;font-style:italic"">(These notes will be displayed on the EC Requests Dashboard along with the message from the Contact Person.)</div>",,,,,,,"[approval_y] = '1'",,LV,,,,
responding_region,dashboard_region_status,,sql,Region,"SELECT a.record,   CONCAT(   max(if(a.field_name = 'region_name', a.value, NULL)),    ' (',   max(if(a.field_name = 'region_code', a.value, NULL)),   ') ' ) as value  FROM redcap_data a  WHERE a.project_id=59099  GROUP BY a.record  ORDER BY value",,,,,,,,,,,,
region_response_status,dashboard_region_status,,dropdown,"Request Status","0, Not Started | 1, In Progress | 2, Complete",,,,,,,,,,,,
region_vote_status,dashboard_region_status,,dropdown,"Vote Status","1, Approved | 0, Not Approved | 9, Abstained/Not applicable",,,,,,,,,,,,
region_update_ts,dashboard_region_status,,text,"Last Update Timestamp",,,datetime_seconds_ymd,,,,,,,,,,
region_close_ts,dashboard_region_status,,text,"Region Completion Timestamp",,,datetime_seconds_ymd,,,,,,,,,,
finalizerequest_txt,finalization_of_request,"EC Voting Complete - Finalize Request",descriptive,"<div style=""font-weight:lighter""><b>[request_type]</b>, [request_title]
[contact_name], <a href=""mailto:[contact_email]"">[contact_email]</a>
</div>",,,,,,,,,,,,,
finalize_y,finalization_of_request,,radio,"Finalize this Request
<div style=""font-weight:lighter;font-style:italic"">It is OK to finalize a request before the system detects all votes complete.</div>","1, <span style=""color:#1F8B4D;font-weight:bold"">Approved</span> | 2, <span style=""color:#e74c3c; font-weight:bold;"">Rejected</span>",,,,,,,y,LV,,,,
final_d,finalization_of_request,,text,"Request finalization date (EC approval date)
<div style=""font-weight:lighter;font-style:italic"">It is OK to backdate this to the actual EC approval date.</div>",,,date_ymd,,,,,y,LV,,,,
finalizer_id,finalization_of_request,,sql,"Finalizing Person","SELECT a.record, CONCAT(a.value, ' ', b.value) as value FROM (SELECT record, value FROM redcap_data WHERE project_id = 59097 AND field_name = 'firstname') a JOIN (SELECT record, value FROM redcap_data where project_id = 59097 and field_name = 'lastname') b ON b.record=a.record JOIN (SELECT record, value from redcap_data where project_id = 59097 and field_name = 'harmonistadmin_y' and value = 1) c ON c.record=a.record ORDER BY a.value, b.value",,,,,,,,LV,,,,
detected_complete,finalization_of_request,,checkbox,"All votes complete (auto-detected)
<div style=""font-weight:lighter;font-style:italic"">This automatic check runs every time a new vote is submitted. </div>","1, YES",,,,,,,,,,,," @HIDDEN-SURVEY @READONLY"
detected_complete_ts,finalization_of_request,,text,"Auto-detection Time
<div style=""font-weight:lighter;font-style:italic"">This automatic check runs once per day, in the early AM U.S. time.</div>",,,datetime_seconds_ymd,,,,,,,,,," @HIDDEN-SURVEY @READONLY"
postfinalization_txt,finalization_of_request,"Next Steps",descriptive,"<span style=""font-weight:lighter"">The Hub will send ""next step"" emails to the author after a request is finalized.</span>",,,,,,,,,,,,,
custom_note,finalization_of_request,,notes,"Custom note to include in email",,,,,,,,,LV,,,,
show_ccs,finalization_of_request,,checkbox,"Copy other email addresses on notification","1, Show email CC fields",,,,,,,,LV,,,," @HIDDEN-SURVEY"
cc_email1,finalization_of_request,,text,"Email CC address 1",,,email,,,,"[show_ccs(1)] = '1'",,LV,,,,
cc_email2,finalization_of_request,,text,"Email CC address 2",,,email,,,,"[show_ccs(1)] = '1'",,LV,,,,
finalize_noemail,finalization_of_request,,radio,"Skip Contact notification ","1, Do not send notification email (the author will not receive an email notifying them of a completed EC review and requesting followup documents)",,,,,,,,LV,,,,
finaldocs_concept_txt,final_docs_request_survey,Instructions,descriptive,"<div style=""font-weight:lighter;""><b>Concept:</b> [request_title]</div>
<div style=""font-weight:lighter;""><b>Upload a ""final"" version of your concept sheet</b><ul><li>Include all EC-requested changes</li><li>Remove any document comments or change tracking</li></ul></div><div style=""font-weight:lighter"">Submitting this form will trigger an email to the IeDEA concept sheet management team. You will receive a notification email when they assign a multiregional tracking number (MR###). </div>
<div class=""green"">You must complete this form to receive an <b>IeDEA multiregional tracking number</b> for your Concept Sheet.</div>",,,,,,,"[request_type] = '1' or [request_type] = '5'",,,,,,
finaldocs_txt,final_docs_request_survey,,descriptive,"For logging purposes, please upload a final copy of your  [request_type].
<div style=""font-weight:lighter;font-style:italic"">In this ""final"" version of your document<ul><li>Include all EC-requested changes</li><li>Remove any document comments or change tracking</li></ul></div>",,,,,,,"[request_type] <> '1' and [request_type] <> '5'",,,,,,
author_doc,final_docs_request_survey,"File Upload",file,"Word Document (DOC/DOCX) - final version",,,,,,,,y,LV,,,,
finaldocs_noemail,final_docs_request_survey,,radio,"Skip Follow-up Emails","1, Do not send notification email (the MR team will not receive an email notifying them that the documents have been uploaded)",,,,,,,,LV,,,," @HIDDEN-SURVEY"
summary_txt,mr_assignment_survey,"New Concept Summary",descriptive,"Type: <span style=""font-weight:lighter"">[request_type]</span>

Title: <span style=""font-weight:lighter"">[request_title]</span>

Contact: <span style=""font-weight:lighter"">[contact_name], <a href=""mailto:[contact_email]"">[contact_email]</a></span>

<span style=""font-weight:lighter; font-style:italic"">See email attachment for concept sheet file. (Files can't be piped across forms in REDCap, alas!)</span>",,,,,,,,,,,,,
mr_assigned,mr_assignment_survey,"Steps to Finalize the Concept Approval",text,"1. Assign an MR#
<div style=""font-weight:lighter;font-style:italic"">Format should be MR123, or MR123-F1 for Fast Track concepts.</div>",,,,,,,,y,LV,,,,
mr_existing,mr_assignment_survey,,sql,"<div style=""margin:20px; font-style:italic"">View list of already-assigned MR numbers in the Hub
<div style=""font-weight:lighter;"">For reference, sorted alphabetically by MR</div></div>","SELECT a.record, CONCAT(a.value, ' | ', b.value) FROM (SELECT record, value FROM redcap_data WHERE project_id = 58325 AND field_name = 'concept_id') a JOIN (SELECT record, value FROM redcap_data where project_id = 58325 and field_name = 'concept_title') b ON b.record=a.record ORDER BY a.value, b.value",,,,,,,,,,,,
filesteps_txt,mr_assignment_survey,,descriptive,"2. Update the Concept File <div style=""font-weight:lighter""><ul><li>Download the Word document attached to the email.</li><li>Add the <b>EC approval date ([final_d])</b> and <b>assigned MR number ([mr_assigned]).</b> </li><li>Save and rename the <b>Word document</b> to include the MR number. </li><li>Save a <b>PDF version</b> of the same document. (This PDF version will be displayed on the Hub and sent out to all regional project managers).</li></div>",,,,,,,,,,,,,
finalconcept_doc,mr_assignment_survey,,file,"3. Upload the Concept Word Document (DOC/DOCX)
",,,,,,,,y,LV,,,,
finalconcept_pdf,mr_assignment_survey,,file,"4. Upload the PDF version.
<div style=""font-weight:lighter;font-style:italic"">The Hub requires a PDF version to display the concept in-line on the webpage.</div>",,,,,,,,y,LV,,,,
mr_copy_ok,mr_assignment_survey,"Next Steps (optional)",checkbox,"Copy this information into the Concept Sheets list <div style=""font-weight:lighter;font-style:italic"">(create new REDCap record with this MR number, title, contact person, EC approval date, and associated files)</div>","1, Yes, create <b>[mr_assigned]</b>",,,,,,,,LV,,,," @DEFAULT='1'"
mr_noemail,mr_assignment_survey,,checkbox,"Skip Notifications","1, Do not send notification to <b>contact person</b> (the author will not receive an email notifying them of the assigned MR number) | 2, Do not send notification email to <b>PMs list</b> (the project managers mailing list will not receive an email notifying them of the new concept)",,,,,,,,LV,,,,
request_status,logging_variables,"Automatically Calculated Variables",dropdown,"Current Status of Request","0, Open | 1, Open - Revised | 2, Closed",,,,,,,,,,,,
requestopen_ts,logging_variables,,text,"Request Open Timestamp
<span style=""font-weight:lighter;font-style:italic"">(pull from survey timestamp)</span>",,,,,,,,,,,,,
review_d,logging_variables,,text,"Request review date",,,date_ymd,,,,,,,,,,
requestclose_d,logging_variables,,text,"Close Date
<span style=""font-weight:lighter;font-style:italic"">(calculate from vote status)</span>",,,date_ymd,,,,,,,,,,
workflowcomplete_d,logging_variables,,text,"Workflow Completion Date
<span style=""font-weight:lighter;font-style:italic"">(set with hook after Request Workflow. Workflow depends on Request Type category.)</span>",,,date_ymd,,,,,,,,,,
edit_d_v2,logging_variables,,text,"Last Edit Date",,,date_ymd,,,,,,,,,,
revision_counter_total,logging_variables,,text,"Revision Counter Total
<span style=""font-weight:lighter;font-style:italic"">(auto-calculated number of times this request has been revised by the author)</span>",,,,,,,,,,,,,
request_contact_display,logging_variables,,text,"User Display Name
<span style=""font-weight:lighter;font-style:italic"">(either mapped name from Harmonist 5 or user-entered name)</span>",,,,,,,,,,,,,
follow_activity,logging_variables,,notes,"List of User IDs Following Activity",,,,,,,,,,,,,
whycopy_txt,vote_outcomes_temporary,,descriptive,"<div style=""font-weight:lighter;font-style:italic"">These fields are being automatically populated by a hook. The only reason these fields exist is because REDCap has not yet added functionality to address individual instances in a repeating series, so we cannot use the email trigger to send reminders to only those regions that have not completed a vote by the due date. This feature is in the REDCap roadplan, but not yet implemented as of July 2018.

This is a workaround solution.</div>",,,,,,,,,,,,,
vote_ap,vote_outcomes_temporary,,dropdown,"Asia Pacific (AP)","1, Approved | 0, Not Approved | 9, Abstained/Not applicable",,,,,,,,,,,,
vote_ca,vote_outcomes_temporary,,dropdown,"Central Africa (CA)","1, Approved | 0, Not Approved | 9, Abstained/Not applicable",,,,,,,,,,,,
vote_cn,vote_outcomes_temporary,,dropdown,"CCASAnet (CN)","1, Approved | 0, Not Approved | 9, Abstained/Not applicable",,,,,,,,,,,,
vote_ea,vote_outcomes_temporary,,dropdown,"East Africa (EA)","1, Approved | 0, Not Approved | 9, Abstained/Not applicable",,,,,,,,,,,,
vote_na,vote_outcomes_temporary,,dropdown,"NA-ACCORD (NA)","1, Approved | 0, Not Approved | 9, Abstained/Not applicable",,,,,,,,,,,,
vote_sa,vote_outcomes_temporary,,dropdown,"Southern Africa (SA)","1, Approved | 0, Not Approved | 9, Abstained/Not applicable",,,,,,,,,,,,
vote_wa,vote_outcomes_temporary,,dropdown,"West Africa (WA)","1, Approved | 0, Not Approved | 9, Abstained/Not applicable",,,,,,,,,,,,
